user_id,gig_type,city,vehicle_class,monthly_avg_income,raw_income_cv,cohort_adjusted_volatility,income_trend_slope,income_floor_ratio,earning_gap_irregularity,upi_monthly_txns,utility_on_time_ratio,platform_tenure_months,avg_savings_ratio,avg_platform_rating,rating_trend,data_completeness,trust_score
GIG_1363,ride_hailing,mumbai,car,50347.33,0.2933,0.0413,0.00968,0.33,0.8727,92.0,0.6504,10,0.1401,2.59,0.573,1.0,643
GIG_1364,home_services,bengaluru,none,18960.18,0.2947,0.06535,-0.00834,0.1316,0.5156,60.0,0.6144,10,0.148,2.22,-0.327,1.0,417
GIG_1365,courier,mumbai,scooter,35235.45,0.2431,0.0098,0.01094,0.5659,0.5366,105.0,0.9402,25,0.2971,3.81,0.575,1.0,798
GIG_1366,food_delivery,hyderabad,scooter,50830.44,0.2892,0.02685,0.01433,0.6226,0.8157,98.0,0.9501,18,0.241,4.25,0.636,1.0,816
GIG_1367,food_delivery,pune,scooter,50517.65,0.2906,0.028,0.00235,0.1463,0.8976,127.0,,22,0.2768,3.18,0.015,0.6667,479
GIG_1368,courier,bengaluru,scooter,33836.0,0.201,-0.0305,0.00651,0.4572,0.5754,83.0,0.6876,25,0.1595,3.38,0.238,1.0,651
GIG_1369,ride_hailing,delhi,car,16322.39,0.4114,0.1712,0.00783,0.0926,0.7615,51.0,,7,0.1606,2.11,0.286,0.6667,488
GIG_1370,ride_hailing,mumbai,car,48481.56,0.2804,0.0284,0.01336,0.4361,0.5337,96.0,0.7878,19,0.2221,3.11,0.546,1.0,639
GIG_1371,food_delivery,bengaluru,bike,18886.13,0.3399,0.0951,-0.00033,0.1372,0.7045,102.0,0.6856,36,0.2785,2.89,-0.04,1.0,384
GIG_1372,home_services,delhi,none,55896.73,0.1344,-0.1072,-0.00162,0.6844,0.6569,124.0,,27,0.2232,4.03,-0.069,0.6667,664
GIG_1373,home_services,bengaluru,none,32892.65,0.1714,-0.05795,0.00038,0.4774,0.6622,116.0,0.7002,43,0.2987,4.17,-0.053,1.0,602
GIG_1374,food_delivery,pune,bike,25735.89,0.3464,0.0833,-0.01351,0.4178,0.3406,118.0,0.9682,29,0.3044,4.06,-0.467,1.0,485
GIG_1375,home_services,mumbai,none,31504.78,0.3321,0.0923,-0.0137,0.2558,0.3844,120.0,0.9378,41,0.3267,3.83,-0.406,1.0,603
GIG_1376,food_delivery,pune,scooter,36256.38,0.3134,0.0508,0.00468,0.1893,0.8058,107.0,0.735,21,0.2264,3.51,0.36,1.0,541
GIG_1377,ride_hailing,delhi,car,52730.2,0.186,-0.0542,-0.00199,0.4761,0.7113,,0.6028,21,0.2075,2.94,0.115,0.6667,600
GIG_1378,ride_hailing,delhi,car,13249.27,0.2692,0.029,-0.00119,0.283,0.716,72.0,0.7317,6,0.1717,2.83,-0.136,1.0,435
GIG_1379,food_delivery,bengaluru,bike,50444.2,0.1877,-0.0571,0.00195,0.5325,0.6667,112.0,0.68,35,0.2856,3.7,0.153,1.0,623
GIG_1380,ride_hailing,mumbai,car,27652.71,0.1683,-0.0837,0.00108,0.3382,0.32,127.0,0.8049,32,0.2934,3.63,0.027,1.0,693
GIG_1381,ride_hailing,hyderabad,bike,49716.55,0.279,0.0521,-0.00231,0.2549,0.4001,113.0,0.9205,21,0.2648,3.13,0.019,1.0,433
GIG_1382,food_delivery,delhi,scooter,41891.33,0.2223,-0.0453,-0.00226,0.5162,0.7502,133.0,,42,0.3151,3.59,-0.218,0.6667,563
GIG_1383,ride_hailing,bengaluru,bike,20093.78,0.2516,-0.00465,-0.00235,0.478,0.7667,108.0,0.8537,25,0.3237,3.87,0.216,1.0,559
GIG_1384,food_delivery,mumbai,scooter,51535.83,0.2839,0.0229,0.01054,0.5746,0.3099,105.0,0.8123,11,0.2107,3.01,0.344,1.0,792
GIG_1385,food_delivery,mumbai,bike,43407.53,0.2096,-0.0425,0.0035,0.3912,0.9468,132.0,0.6942,34,0.3517,4.41,0.14,1.0,680
GIG_1386,home_services,mumbai,none,32673.49,0.2344,-0.0054,-0.0108,0.6005,0.4467,101.0,0.5,26,0.3029,3.34,-0.385,1.0,564
GIG_1387,food_delivery,delhi,scooter,29165.45,0.3774,0.1098,-0.01432,0.1119,0.9443,79.0,0.5012,22,0.1551,2.19,-0.312,1.0,300
GIG_1388,ride_hailing,delhi,car,36850.13,0.1862,-0.054,0.00142,0.5362,0.2633,123.0,0.8478,25,0.287,4.08,-0.087,1.0,697
GIG_1389,food_delivery,pune,scooter,42076.86,0.2396,-0.023,-0.00385,0.1728,0.5217,85.0,0.6911,19,0.2417,3.25,0.032,1.0,345
GIG_1390,ride_hailing,mumbai,car,25308.49,0.3878,0.1358,-0.018,0.1948,0.6115,97.0,1.0,31,0.2588,3.84,-0.542,1.0,300
GIG_1391,food_delivery,mumbai,car,43071.44,0.3167,0.06035,-0.00031,0.1727,0.7654,119.0,0.705,33,0.2358,3.36,-0.224,1.0,503
GIG_1392,food_delivery,delhi,bike,38178.29,0.3833,0.12175,0.01449,0.0837,0.8598,121.0,0.8478,35,0.2714,3.2,0.369,1.0,645
GIG_1393,courier,pune,car,48239.56,0.1351,-0.0886,-0.00543,0.7598,0.2889,140.0,,30,0.3369,4.1,-0.26,0.6667,698
GIG_1394,home_services,mumbai,none,15511.71,0.287,0.0472,-0.0017,0.3489,0.6847,82.0,0.9832,26,0.2426,3.45,0.031,1.0,578
GIG_1395,courier,hyderabad,bike,19162.29,0.1936,-0.0452,0.00172,0.4007,0.6887,101.0,0.6095,24,0.2032,3.06,0.099,1.0,562
GIG_1396,home_services,pune,none,47025.08,0.1883,-0.0477,0.00209,0.2575,0.4694,117.0,0.7702,28,0.2278,3.43,-0.076,1.0,581
GIG_1397,ride_hailing,bengaluru,car,17904.57,0.2915,0.035,0.01042,0.3161,0.4707,56.0,,23,0.195,2.65,0.512,0.6667,537
GIG_1398,food_delivery,delhi,scooter,51163.6,0.2399,-0.0277,0.00186,0.4156,0.7441,120.0,,16,0.1856,3.24,0.125,0.6667,541
GIG_1399,food_delivery,pune,car,51679.59,0.1462,-0.1291,0.00228,0.6319,0.5009,128.0,0.6684,37,0.2558,3.53,-0.023,1.0,632
GIG_1400,courier,mumbai,bike,47800.54,0.2278,0.0093,0.01025,0.507,0.6725,143.0,0.8364,28,0.2939,,,0.6667,784
GIG_1401,courier,pune,scooter,41620.37,0.2593,0.02795,-0.00073,0.2539,0.2343,73.0,0.6185,13,0.1519,2.36,-0.027,1.0,445
GIG_1402,food_delivery,delhi,scooter,38843.56,0.2655,-0.0021,0.00461,0.3916,1.1314,,0.7091,12,0.2233,3.96,-0.034,0.6667,467
GIG_1403,home_services,hyderabad,car,43389.28,0.2005,-0.0349,-0.00042,0.4029,0.4002,124.0,0.7641,18,0.2099,3.8,-0.02,1.0,544
GIG_1404,ride_hailing,bengaluru,car,12305.23,0.2534,-0.0031,-0.01191,0.4219,0.5879,79.0,,24,0.271,3.13,-0.51,0.6667,363
GIG_1405,courier,hyderabad,bike,40806.25,0.2478,0.009,0.00896,0.3016,0.5365,118.0,0.742,30,0.2332,3.12,0.432,1.0,608
GIG_1406,ride_hailing,pune,bike,44494.53,0.3129,0.07735,-0.01033,0.2206,0.6024,148.0,,36,0.2923,3.99,-0.248,0.6667,491
GIG_1407,courier,mumbai,bike,16555.32,0.2185,0.0,0.01063,0.5678,0.6132,84.0,,33,0.2432,3.56,0.26,0.6667,709
GIG_1408,food_delivery,bengaluru,scooter,28055.05,0.3273,0.0645,0.00138,0.1417,0.528,101.0,,29,0.2801,3.15,-0.098,0.6667,498
GIG_1409,home_services,bengaluru,none,27072.5,0.3763,0.14695,-0.01638,0.4156,0.9082,99.0,0.6662,29,0.2408,3.35,-0.369,1.0,449
GIG_1410,courier,hyderabad,bike,19836.18,0.2542,0.0154,-0.00603,0.3052,0.7091,85.0,0.73,23,0.2688,3.94,-0.219,1.0,470
GIG_1411,ride_hailing,hyderabad,car,42309.91,0.2738,0.0336,0.00056,0.3388,0.7966,,,26,0.2332,3.72,0.087,0.3333,455
GIG_1412,courier,hyderabad,scooter,27748.41,0.2303,-0.00455,-0.00092,0.3193,0.2585,61.0,0.6898,5,0.1512,2.51,-0.119,1.0,459
GIG_1413,ride_hailing,delhi,car,44060.87,0.2503,0.0101,-0.00039,0.2813,0.2777,114.0,0.9089,27,0.3051,3.47,0.016,1.0,603
GIG_1414,ride_hailing,delhi,car,48490.94,0.2427,0.0025,0.0076,0.2686,0.2172,121.0,0.6336,27,0.2571,3.13,0.054,1.0,538
GIG_1415,courier,hyderabad,scooter,13938.23,0.3426,0.10775,-7e-05,0.1337,1.1799,105.0,0.7909,42,0.3126,3.6,-0.063,1.0,518
GIG_1416,home_services,delhi,car,19085.18,0.1926,-0.0102,0.0012,0.2383,0.4331,53.0,0.7537,17,0.204,,,0.6667,395
GIG_1417,food_delivery,hyderabad,bike,36206.67,0.319,0.0485,-0.0048,0.0748,0.3042,99.0,,26,0.2613,3.27,0.157,0.6667,559
GIG_1418,food_delivery,hyderabad,scooter,10778.86,0.2623,-5e-05,-0.00792,0.4329,0.5654,70.0,0.5954,21,0.2931,3.5,-0.309,1.0,398
GIG_1419,food_delivery,mumbai,bike,16997.06,0.2818,0.0297,-0.01465,0.5798,0.6512,100.0,0.7637,26,0.3107,3.8,-0.38,1.0,394
GIG_1420,ride_hailing,bengaluru,car,43060.34,0.3494,0.0929,0.00886,0.107,0.5137,130.0,0.5727,35,0.1991,3.32,0.074,1.0,583
GIG_1421,food_delivery,pune,bike,32680.98,0.2186,-0.0445,-0.00053,0.4947,0.8306,87.0,0.7289,23,0.1949,3.13,0.097,1.0,677
GIG_1422,home_services,pune,car,21499.24,0.2275,-0.0031,0.00041,0.4068,1.185,105.0,0.7516,27,0.3001,3.6,0.086,1.0,581
GIG_1423,courier,delhi,bike,49772.38,0.2651,0.0031,-0.00738,0.2325,0.4015,127.0,0.8486,19,0.2738,,,0.6667,533
GIG_1424,ride_hailing,pune,car,25723.4,0.2817,0.0319,-0.00274,0.1165,0.6969,101.0,0.7653,38,0.1886,2.65,0.287,1.0,483
GIG_1425,ride_hailing,bengaluru,car,38035.41,0.2894,0.0329,-0.00858,0.2417,0.6278,119.0,0.7825,29,0.3009,3.92,-0.274,1.0,368
GIG_1426,ride_hailing,hyderabad,car,25754.22,0.2305,-0.0097,0.00104,0.259,0.5586,98.0,0.7077,28,0.2189,3.13,0.138,1.0,533
GIG_1427,ride_hailing,mumbai,car,18958.57,0.2491,-0.0029,0.00202,0.3292,0.6995,88.0,0.8057,17,0.2699,,,0.6667,447
GIG_1428,home_services,delhi,car,43030.77,0.2704,0.0676,0.00796,0.3262,0.6365,155.0,0.6176,37,0.2882,3.55,0.474,1.0,751
GIG_1429,courier,mumbai,bike,51733.71,0.2049,-0.0136,-0.00425,0.2659,0.7335,117.0,0.658,22,0.2494,3.11,0.039,1.0,438
GIG_1430,home_services,delhi,car,41513.41,0.2573,0.0545,-0.00143,0.1955,0.9253,124.0,,37,0.219,3.18,0.036,0.6667,440
GIG_1431,food_delivery,mumbai,bike,46186.17,0.3658,0.1137,-0.01284,0.0994,0.6448,105.0,0.5601,32,0.1999,2.35,-0.433,1.0,300
GIG_1432,courier,bengaluru,bike,41029.85,0.2065,-0.0349,-0.00014,0.229,0.8423,81.0,0.6814,24,0.1226,2.21,0.162,1.0,346
GIG_1433,ride_hailing,pune,car,48376.47,0.3467,0.0969,-0.01877,0.2486,0.2677,140.0,0.6333,46,0.2927,3.71,-0.496,1.0,345
GIG_1434,food_delivery,pune,bike,31802.27,0.184,-0.0791,0.00218,0.4683,0.4325,80.0,0.6253,21,0.1887,2.91,-0.015,1.0,680
GIG_1435,home_services,mumbai,none,55553.41,0.2046,-0.0352,0.00404,0.4789,0.6555,104.0,0.7096,22,0.1876,3.36,0.12,1.0,495
GIG_1436,ride_hailing,mumbai,car,30796.37,0.2476,-0.0044,0.01045,0.5594,0.5705,94.0,0.5446,20,0.2205,,,0.6667,824
GIG_1437,courier,pune,bike,37476.24,0.3809,0.1483,-0.01449,0.1738,0.8071,110.0,,14,0.2074,3.01,-0.466,0.6667,316
GIG_1438,courier,delhi,car,11132.26,0.2888,0.06335,0.01118,0.2451,0.5568,83.0,0.6821,23,0.2971,3.91,0.33,1.0,530
GIG_1439,food_delivery,bengaluru,scooter,44923.05,0.3759,0.1131,-0.01884,0.4153,0.51,79.0,0.7025,21,0.2689,3.66,-0.302,1.0,434
GIG_1440,food_delivery,delhi,car,48161.43,0.181,-0.1121,0.00088,0.529,0.584,90.0,0.6821,20,0.2436,3.63,-0.172,1.0,651
GIG_1441,home_services,mumbai,car,36061.08,0.2729,0.0444,0.01021,0.3363,0.6874,91.0,0.9094,10,0.1921,3.57,0.266,1.0,602
GIG_1442,ride_hailing,hyderabad,car,37760.54,0.1517,-0.0885,-0.00208,0.6217,0.6923,144.0,0.7691,44,0.3033,3.74,0.182,1.0,632
GIG_1443,ride_hailing,bengaluru,car,18993.35,0.2667,0.0102,0.00878,0.4694,0.6762,90.0,0.6811,17,0.2835,3.21,0.505,1.0,613
GIG_1444,ride_hailing,pune,car,23290.77,0.3916,0.1418,-0.02146,0.2354,0.5898,104.0,,29,0.2713,3.56,-0.421,0.6667,350
GIG_1445,ride_hailing,hyderabad,car,20920.81,0.217,-0.0232,-0.00439,0.3417,0.4623,97.0,0.8399,30,0.2686,3.18,-0.04,1.0,614
GIG_1446,food_delivery,delhi,scooter,26509.54,0.2394,-0.0282,0.00011,0.3951,1.0945,98.0,0.5884,36,0.2895,3.61,-0.136,1.0,542
GIG_1447,food_delivery,bengaluru,scooter,24288.75,0.2515,-0.0113,-0.00327,0.3937,0.6903,78.0,0.7578,26,0.249,3.05,-0.007,1.0,449
GIG_1448,ride_hailing,mumbai,car,19304.16,0.2018,-0.0502,-0.00043,0.589,0.8105,82.0,0.8386,27,0.2356,3.76,-0.075,1.0,567
GIG_1449,ride_hailing,pune,car,26865.34,0.3035,0.0537,0.01183,0.2284,0.4169,111.0,0.5714,36,0.2509,2.94,0.293,1.0,556
GIG_1450,courier,bengaluru,bike,25438.03,0.1546,-0.0868,-0.00359,0.5141,0.5279,84.0,0.7337,16,0.2071,3.3,0.023,1.0,555
GIG_1451,food_delivery,bengaluru,scooter,24588.99,0.2934,0.0306,-0.01443,0.2951,0.3515,78.0,0.6854,20,0.2187,3.32,-0.47,1.0,349
GIG_1452,ride_hailing,hyderabad,car,38518.9,0.1503,-0.0899,0.00074,0.4158,0.314,115.0,0.7044,29,0.2764,3.09,-0.038,1.0,658
GIG_1453,home_services,mumbai,none,18132.19,0.3941,0.1543,-0.00159,0.0906,0.5006,88.0,0.894,22,0.2447,3.13,0.225,1.0,577
GIG_1454,food_delivery,bengaluru,scooter,41394.7,0.3196,0.0568,-0.00125,0.1732,1.4299,108.0,0.7131,43,0.2882,3.27,-0.023,1.0,351
GIG_1455,home_services,pune,none,22655.71,0.1746,-0.0614,0.00604,0.5699,0.3153,86.0,0.6077,30,0.2834,3.75,0.09,1.0,706
GIG_1456,ride_hailing,hyderabad,bike,47038.3,0.2834,0.0565,0.00578,0.3283,0.5265,88.0,,19,0.1907,3.08,0.335,0.6667,672
GIG_1457,food_delivery,bengaluru,scooter,27708.22,0.263,0.0002,-0.01347,0.4557,0.322,,0.674,32,0.2979,4.02,-0.5,0.6667,547
GIG_1458,home_services,hyderabad,none,44390.68,0.1938,-0.0427,-0.0001,0.495,0.8378,,0.7835,25,0.2863,3.86,0.039,0.6667,571
GIG_1459,home_services,hyderabad,none,14812.52,0.1782,-0.0583,-0.00363,0.536,0.4078,64.0,0.5,22,0.1802,2.87,-0.063,1.0,552
GIG_1460,courier,delhi,bike,45120.37,0.2652,0.0032,0.00258,0.3,0.3388,123.0,0.6925,23,0.2451,3.37,-0.029,1.0,559
GIG_1461,ride_hailing,hyderabad,car,37090.68,0.3491,0.1089,-0.01771,0.2625,0.9273,100.0,,25,0.197,3.51,-0.481,0.6667,435
GIG_1462,home_services,delhi,car,16925.95,0.1724,-0.0304,0.00758,0.6474,0.3184,98.0,0.6169,34,0.2706,3.76,0.32,1.0,884
GIG_1463,home_services,bengaluru,none,40757.33,0.3766,0.14725,-0.02032,0.1862,0.6315,122.0,0.8479,32,0.2794,3.4,-0.382,1.0,415
GIG_1464,food_delivery,delhi,bike,33707.69,0.2864,0.02485,0.0129,0.3356,0.8802,78.0,,14,0.1913,3.02,0.309,0.6667,680
GIG_1465,ride_hailing,bengaluru,car,52449.8,0.3297,0.0732,-0.01768,0.3295,0.8836,114.0,,24,0.2839,3.19,-0.372,0.6667,409
GIG_1466,home_services,hyderabad,none,37329.52,0.161,-0.0755,-0.00118,0.4468,0.2401,128.0,0.6404,43,0.275,3.81,0.077,1.0,534
GIG_1467,ride_hailing,mumbai,car,49905.94,0.3899,0.1379,-0.02217,0.1749,0.5186,120.0,0.5822,21,0.2448,3.18,-0.422,1.0,374
GIG_1468,ride_hailing,hyderabad,car,24816.68,0.2275,-0.0127,0.00848,0.2133,0.767,,0.7685,32,0.2978,3.16,0.173,0.6667,795
GIG_1469,courier,delhi,bike,33226.31,0.1869,-0.0751,0.00115,0.6202,0.385,99.0,0.8838,33,0.2309,4.04,0.036,1.0,615
GIG_1470,ride_hailing,pune,car,41572.7,0.2872,0.0374,0.00914,0.2654,0.6159,,0.6047,19,0.2455,3.22,0.221,0.6667,539
GIG_1471,home_services,delhi,car,50883.05,0.2583,0.0555,-0.01098,0.3627,0.4947,112.0,0.5492,13,0.1891,2.82,-0.615,1.0,483
GIG_1472,food_delivery,bengaluru,bike,13793.33,0.1962,-0.0486,-0.00176,0.5404,0.6923,79.0,0.5,30,0.2113,4.07,-0.077,1.0,618
GIG_1473,food_delivery,mumbai,scooter,42600.73,0.2655,0.0045,-0.00037,0.1504,0.5397,120.0,0.6793,33,0.2672,2.99,0.033,1.0,498
GIG_1474,courier,hyderabad,scooter,45008.62,0.1943,-0.04055,-0.00204,0.3973,0.8167,105.0,0.7219,12,0.1392,2.63,0.133,1.0,597
GIG_1475,home_services,pune,bike,23210.68,0.2644,0.0299,0.00252,0.227,0.2929,107.0,0.5806,37,0.2795,2.81,0.062,1.0,678
GIG_1476,food_delivery,delhi,bike,48374.61,0.2678,0.00625,0.01362,0.3626,0.291,93.0,,8,0.1647,2.72,0.535,0.6667,699
GIG_1477,home_services,mumbai,none,40833.03,0.2122,-0.0276,0.00404,0.3449,0.9852,,0.6249,15,0.1817,2.76,0.424,0.6667,468
GIG_1478,ride_hailing,delhi,scooter,11699.85,0.2333,-0.0265,-0.00039,0.3296,0.64,90.0,0.8879,25,0.2904,3.27,-0.179,1.0,552
GIG_1479,courier,delhi,scooter,46625.55,0.2292,-0.02225,-0.00445,0.5428,1.0909,127.0,0.9598,37,0.3447,4.24,-0.323,1.0,491
GIG_1480,courier,bengaluru,car,25712.87,0.2872,0.0412,0.004,0.1857,0.9076,105.0,,26,0.254,3.59,-0.002,0.6667,516
GIG_1481,food_delivery,mumbai,bike,44385.69,0.3,0.0479,-0.00255,0.3764,0.5035,101.0,0.7735,21,0.2372,3.8,0.035,1.0,505
GIG_1482,food_delivery,hyderabad,bike,15820.79,0.289,0.0185,-0.01339,0.2658,0.4342,119.0,0.9098,29,0.2802,3.42,-0.39,1.0,464
GIG_1483,food_delivery,delhi,bike,30060.46,0.2219,-0.03965,0.00028,0.4097,0.5765,92.0,0.8584,33,0.2396,3.68,0.073,1.0,623
GIG_1484,ride_hailing,delhi,car,32318.23,0.2701,0.0299,0.00454,0.2467,0.575,100.0,0.8042,18,0.2272,3.66,0.414,1.0,587
GIG_1485,courier,hyderabad,car,17025.11,0.1927,-0.0388,0.00062,0.4661,0.7943,76.0,0.6925,25,0.2441,3.04,-0.085,1.0,670
GIG_1486,food_delivery,delhi,bike,21620.68,0.2796,0.01805,-0.00227,0.1987,0.8164,75.0,,10,0.1521,2.75,-0.029,0.6667,386
GIG_1487,ride_hailing,hyderabad,car,10829.57,0.2571,0.0169,0.00141,0.1944,0.739,87.0,0.7732,33,0.2363,3.28,-0.073,1.0,515
GIG_1488,ride_hailing,pune,car,21467.29,0.2127,-0.0371,0.00502,0.4292,0.8042,69.0,0.5532,14,0.1912,2.72,0.207,1.0,567
GIG_1489,ride_hailing,pune,car,21534.42,0.3892,0.1394,-0.01788,0.2165,0.3962,,0.7214,18,0.1862,3.07,-0.443,0.6667,300
GIG_1490,food_delivery,bengaluru,car,49445.26,0.2073,-0.0531,-0.00149,0.4604,0.291,98.0,0.897,17,0.2279,3.67,-0.038,1.0,570
GIG_1491,food_delivery,bengaluru,scooter,42647.62,0.2578,-0.005,-0.01212,0.2821,1.1142,95.0,0.8775,16,0.2321,4.13,-0.305,1.0,510
GIG_1492,courier,bengaluru,bike,49126.61,0.1583,-0.0831,0.00034,0.6117,0.5791,123.0,1.0,27,0.3104,3.85,-0.113,1.0,773
GIG_1493,courier,bengaluru,car,23258.12,0.2772,0.0312,0.00244,0.257,0.673,88.0,0.8752,18,0.2514,3.19,0.078,1.0,524
GIG_1494,courier,delhi,scooter,22258.48,0.233,-0.01845,0.00917,0.4152,0.4065,56.0,,16,0.139,3.2,0.134,0.6667,610
GIG_1495,home_services,hyderabad,none,39881.71,0.2804,0.0439,-0.00498,0.2763,0.6609,116.0,0.8387,19,0.2612,3.12,0.028,1.0,337
GIG_1496,ride_hailing,bengaluru,car,48861.17,0.1777,-0.0788,-0.00026,0.497,0.8524,154.0,0.6033,29,0.301,3.73,0.225,1.0,597
GIG_1497,courier,bengaluru,car,31216.88,0.1819,-0.0641,-0.00067,0.3286,0.504,74.0,0.5258,15,0.1639,3.08,0.078,1.0,651
GIG_1498,food_delivery,bengaluru,scooter,34039.89,0.2204,-0.0424,0.00762,0.5534,0.6007,115.0,0.8063,36,0.3097,4.04,0.33,1.0,713
GIG_1499,ride_hailing,delhi,car,32378.32,0.3252,0.085,0.01319,0.2635,0.3759,111.0,0.6877,39,0.2873,3.39,0.433,1.0,762
GIG_1500,home_services,bengaluru,none,29454.11,0.2248,-0.00455,0.01254,0.3863,0.4615,76.0,,16,0.2375,3.78,0.541,0.6667,794
GIG_1501,food_delivery,delhi,bike,30970.52,0.1754,-0.08615,-0.00013,0.5543,0.3205,102.0,0.8793,29,0.2541,3.05,-0.153,1.0,744
GIG_1502,ride_hailing,bengaluru,car,14859.66,0.1932,-0.0633,0.002,0.5305,0.9152,64.0,0.8966,16,0.2206,3.25,0.088,1.0,687
GIG_1503,ride_hailing,mumbai,scooter,11785.08,0.2646,0.0359,0.00949,0.3203,0.4209,59.0,0.9008,21,0.1806,3.35,0.342,1.0,750
GIG_1504,courier,delhi,bike,31413.61,0.1933,-0.0687,0.00349,0.3124,0.6445,137.0,,35,0.3448,4.34,0.02,0.6667,668
GIG_1505,courier,mumbai,scooter,19184.88,0.2456,0.0123,0.00203,0.187,0.598,94.0,0.6964,30,0.2824,3.82,0.046,1.0,639
GIG_1506,food_delivery,bengaluru,bike,18768.48,0.2642,0.0194,0.00678,0.199,0.3455,90.0,0.5512,27,0.1967,3.09,-0.007,1.0,550
GIG_1507,food_delivery,mumbai,scooter,48743.91,0.2252,-0.0358,0.00762,0.5328,0.6395,93.0,0.5761,12,0.2032,3.21,0.095,1.0,609
GIG_1508,home_services,hyderabad,none,30660.99,0.2797,0.0432,0.00776,0.3171,0.7995,,0.7466,10,0.1826,2.82,0.501,0.6667,545
GIG_1509,courier,hyderabad,scooter,54266.26,0.2879,0.05305,0.01534,0.4559,0.6132,115.0,0.6699,24,0.2134,,,0.6667,661
GIG_1510,home_services,delhi,car,49010.06,0.16,-0.0428,0.00209,0.4929,0.403,92.0,0.8574,15,0.1728,3.22,0.026,1.0,685
GIG_1511,courier,bengaluru,scooter,45703.09,0.271,0.0395,-0.00799,0.1447,0.6182,103.0,,11,0.202,2.8,-0.313,0.6667,300
GIG_1512,ride_hailing,bengaluru,bike,29414.44,0.2476,-0.00865,-0.0066,0.3786,0.7047,67.0,0.655,24,0.1845,3.45,-0.25,1.0,451
GIG_1513,home_services,bengaluru,none,19271.26,0.2661,0.03675,-0.00011,0.2434,0.9862,57.0,,16,0.1313,2.7,-0.066,0.6667,541
GIG_1514,food_delivery,pune,bike,28506.91,0.2335,-0.0296,0.00057,0.5029,0.4488,67.0,0.6145,26,0.2195,3.19,0.074,1.0,620
GIG_1515,ride_hailing,bengaluru,car,43493.63,0.4052,0.1487,-0.01197,0.1911,0.7142,134.0,0.8113,31,0.2573,3.54,-0.352,1.0,408
GIG_1516,food_delivery,bengaluru,scooter,41519.18,0.2436,-0.0192,0.01055,0.5474,0.3455,101.0,0.791,22,0.19,3.34,0.309,1.0,682
GIG_1517,food_delivery,delhi,bike,40048.45,0.3484,0.08685,-0.01953,0.4066,0.8106,109.0,0.7317,21,0.2899,3.71,-0.752,1.0,543
GIG_1518,food_delivery,pune,scooter,42336.57,0.2495,-0.0131,-0.00013,0.2815,0.7884,79.0,0.6903,9,0.1671,3.63,-0.054,1.0,425
GIG_1519,food_delivery,hyderabad,scooter,39412.28,0.2488,-0.01355,0.00172,0.4469,1.2796,124.0,0.7251,37,0.3105,3.86,-0.147,1.0,655
GIG_1520,home_services,delhi,none,38212.7,0.2466,0.005,0.0095,0.2987,0.2526,127.0,0.8098,22,0.2512,3.73,0.22,1.0,693
GIG_1521,home_services,bengaluru,none,38384.41,0.2036,-0.02575,0.00269,0.4936,0.7503,100.0,0.5748,24,0.2246,3.57,0.198,1.0,603
GIG_1522,food_delivery,pune,car,22690.04,0.1963,-0.079,0.00139,0.409,0.5363,,0.7628,15,0.1796,3.38,-0.21,0.6667,455
GIG_1523,ride_hailing,pune,car,37756.08,0.2301,-0.0197,-0.00195,0.2201,0.504,127.0,,26,0.2964,3.89,-0.101,0.6667,418
GIG_1524,ride_hailing,delhi,car,49680.06,0.2356,-0.0046,0.00392,0.3281,0.7374,112.0,,17,0.2315,3.33,0.076,0.6667,491
GIG_1525,home_services,delhi,none,42954.04,0.2523,0.0107,0.00461,0.2169,0.6809,89.0,0.6012,25,0.1846,2.44,0.219,1.0,463
GIG_1526,ride_hailing,mumbai,car,23758.94,0.2335,-0.0185,-0.01132,0.4622,1.1053,123.0,,36,0.2709,,,0.3333,503
GIG_1527,courier,pune,bike,12603.82,0.2684,0.0358,0.01166,0.3591,0.7107,84.0,0.6117,16,0.2089,3.58,0.363,1.0,686
GIG_1528,ride_hailing,mumbai,car,33666.5,0.3446,0.0926,-0.01922,0.4795,0.5397,131.0,0.7162,47,0.283,4.55,-0.446,1.0,549
GIG_1529,home_services,hyderabad,car,37461.44,0.2139,-0.0215,-0.00788,0.4349,0.5873,106.0,0.6474,26,0.2109,4.05,-0.412,1.0,460
GIG_1530,food_delivery,pune,bike,42341.26,0.2097,-0.0534,0.00116,0.5767,0.3066,103.0,0.6946,21,0.3012,4.29,0.026,1.0,627
GIG_1531,ride_hailing,hyderabad,car,14503.82,0.2864,0.0462,-0.01354,0.3266,0.5867,,0.8017,33,0.2647,2.88,-0.479,0.6667,438
GIG_1532,ride_hailing,mumbai,car,46156.1,0.1629,-0.0891,-0.0012,0.5416,0.4947,122.0,0.6703,18,0.2496,3.19,0.004,1.0,536
GIG_1533,food_delivery,delhi,car,24335.47,0.2483,-0.0448,0.00146,0.5037,1.0663,83.0,0.7838,33,0.2899,3.76,-0.017,1.0,746
GIG_1534,food_delivery,bengaluru,bike,44511.82,0.1996,-0.0452,-0.00045,0.3524,0.7335,141.0,0.8312,21,0.2934,3.76,-0.019,1.0,669
GIG_1535,home_services,bengaluru,car,14555.22,0.3369,0.094,-0.01464,0.2895,0.3056,75.0,0.8761,25,0.2881,4.04,-0.401,1.0,489
